"STATION","NAME","DATE","AWND","PRCP"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1988-12","14.5","1.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-01","14.5","0.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-02","13.9","2.51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-03","14.5","3.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-04","13.6","3.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-05","13.2","3.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-06","11.6","2.84"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-07","11.4","5.09"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-08","11.9","5.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-09","11.9","4.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-10","12.5","5.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-11","14.3","4.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1989-12","14.3","0.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-01","13.6","3.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-02","15.7","3.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-03","13.9","1.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-04","14.5","5.94"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-05","13.4","6.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-06","12.3","0.69"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-07","11.6","4.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-08","11.2","6.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-09","11.9","1.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-10","13.6","7.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-11","15.0","1.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1990-12","14.3","3.19"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-01","13.0","3.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-02","12.8","1.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-03","14.3","4.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-04","13.0","4.85"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-05","12.3","0.93"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-06","12.1","2.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-07","11.0","1.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-08","12.3","5.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-09","11.2","6.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-10","12.5","4.27"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-11","11.9","4.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1991-12","13.9","2.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-01","13.4","3.11"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-02","13.6","2.28"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-03","13.2","3.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-04","13.0","2.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-05","11.2","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-06","11.6","4.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-07","10.7","2.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-08","11.2","4.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-09","11.0","3.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-10","11.2","1.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-11","11.0","6.14"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1992-12","13.4","8.26"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-01","11.2","2.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-02","14.3","4.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-03","13.6","7.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-04","12.8","4.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-05","11.2","1.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-06","12.1","1.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-07","11.2","1.75"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-08","10.1","1.32"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-09","11.0","4.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-10","11.9","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-11","12.3","2.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1993-12","13.4","6.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-01","13.6","5.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-02","13.9","2.96"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-03","13.9","7.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-04","12.8","2.25"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-05","11.4","5.36"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-06","10.7","0.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-07","9.8","1.80"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-08","11.0","7.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-09","12.5","4.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-10","11.2","0.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-11","13.4","4.31"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1994-12","13.4","5.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-01","13.4","4.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-02","14.8","2.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-03","12.3","2.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-04","13.2","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-05","12.8","1.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-06","11.9","1.55"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-07","12.1","2.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-08","12.8","0.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-09","12.3","3.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-10","13.0","6.42"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-11","13.4","5.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1995-12","14.3","3.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-01","14.8","7.44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-02","13.4","3.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-03","13.0","2.35"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-04","13.9","4.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-05","10.3","2.73"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-06","9.4","1.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-07","10.3","5.23"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-08","8.7","1.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-09","10.5","6.10"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-10","11.2","10.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-11","10.3","2.19"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1996-12","11.9","5.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-01","13.4","2.34"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-02","12.5","1.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-03","13.4","4.68"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-04","12.3","3.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-05","12.5","2.64"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-06","10.3","1.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-07","10.5","0.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-08","9.6","3.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-09","10.5","1.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-10","9.6","1.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-11","12.5","5.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1997-12","11.4","2.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-01","12.1","4.76"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-02","12.5","5.54"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-03","12.5","4.15"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-04","10.7","3.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-05","11.6","6.84"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-06","9.8","11.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-07","9.6","2.47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-08","8.7","3.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-09","10.5","3.04"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-10","12.3","5.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-11","11.0","1.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1998-12","11.4","1.59"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-01","12.1","5.69"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-02","11.2","3.52"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-03","14.5","2.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-04","11.9","0.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-05","9.6","2.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-06","10.7","0.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-07","10.3","3.51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-08","10.1","1.33"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-09","10.1","9.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-10","11.2","4.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-11","12.5","2.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","1999-12","12.1","1.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-01","13.9","2.62"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-02","12.1","2.56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-03","12.8","3.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-04","13.4","5.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-05","11.2","2.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-06","10.7","6.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-07","10.3","5.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-08","9.6","2.22"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-09","10.3","2.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-10","11.2","2.86"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-11","10.7","4.51"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2000-12","13.0","4.67"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-01","10.1","1.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-02","12.5","1.38"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-03","13.4","7.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-04","11.0","0.89"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-05","11.4","1.24"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-06","10.1","4.99"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-07","10.1","2.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-08","9.4","4.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-09","10.1","2.29"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-10","11.0","0.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-11","10.3","0.73"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2001-12","10.7","2.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-01","11.6","3.14"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-02","11.4","1.81"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-03","11.2","3.53"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-04","11.9","2.61"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-05","12.1","4.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-06","11.0","4.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-07","10.7","1.43"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-08","10.3","2.13"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-09","10.5","3.40"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-10","11.4","3.47"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-11","12.5","5.03"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2002-12","12.8","5.30"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-01","13.4","1.82"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-02","12.3","4.21"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-03","11.4","4.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-04","12.3","4.00"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-05","10.1","4.12"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-06","8.9","4.69"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-07","9.8","2.10"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-08","9.2","2.90"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-09","8.9","2.65"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-10","10.7","6.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-11","10.5","2.63"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2003-12","13.6","5.06"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-01","13.9","1.02"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-02","11.9","1.45"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-03","12.8","3.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-04","12.3","9.57"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-05","10.5","3.07"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-06","10.3","1.95"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-07","9.2","3.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-08","9.6","4.39"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-09","9.8","7.44"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-10","11.0","1.88"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-11","11.2","2.92"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2004-12","12.5","3.66"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-01","12.3","4.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-02","10.7","2.70"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-03","12.3","3.88"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-04","11.2","3.17"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-05","11.4","3.98"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-06","9.8","1.46"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-07","10.5","3.37"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-08","9.2","2.88"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-09","9.6","1.78"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-10","12.8","9.41"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-11","11.0","3.71"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2005-12","11.4","2.87"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-01","12.3","4.60"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-02","13.2","2.64"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-03","12.1","0.56"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-04","12.1","1.83"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-05","12.1","12.48"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-06","10.1","10.08"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-07","9.6","3.58"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-08","9.6","3.20"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-09","10.1","1.72"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-10","11.6","4.50"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2006-11","9.2","5.80"
